23.437,06:34:03
23.437,06:34:14
23.437,06:34:25
23.437,06:34:36
23.5,06:34:47
23.437,06:34:58
23.437,06:35:08
23.5,06:35:19
23.5,06:35:30
23.5,06:35:41
23.5,06:35:52
23.5,06:36:03
23.5,06:36:14
23.5,06:36:25
23.5,06:36:36
23.5,06:36:46
23.5,06:36:57
23.5,06:37:08
23.5,06:37:19
23.5,06:37:30
23.5,06:37:41
23.5,06:37:52
23.5,06:38:03
23.5,06:38:13
23.5,06:38:24
23.562,06:38:35
23.5,06:38:46
23.562,06:38:57
23.562,06:39:08
23.562,06:39:19
23.562,06:39:30
23.562,06:39:40
23.562,06:39:51
23.562,06:40:02
23.562,06:40:13
23.562,06:40:24
23.562,06:40:35
23.562,06:40:46
23.5,06:40:57
23.5,06:41:08
23.5,06:41:18
23.562,06:41:29
23.562,06:41:40
23.562,06:41:51
23.562,06:42:02
23.562,06:42:13
23.562,06:42:24
23.562,06:42:35
23.562,06:42:45
23.562,06:42:56
23.562,06:43:07
23.562,06:43:18
23.562,06:43:29
23.562,06:43:40
23.562,06:43:51
23.562,06:44:02
23.562,06:44:12
23.562,06:44:23
23.562,06:44:34
23.562,06:44:45
23.562,06:44:57
23.562,06:45:08
23.562,06:45:19
23.562,06:45:30
23.562,06:45:40
23.562,06:45:51
23.562,06:46:02
23.562,06:46:13
23.562,06:46:24
23.562,06:46:35
23.562,06:46:46
23.625,06:46:57
23.625,06:47:07
23.625,06:47:18
23.562,06:47:29
23.625,06:47:40
23.625,06:47:51
23.625,06:48:02
23.625,06:48:13
23.625,06:48:24
23.625,06:48:34
23.625,06:48:45
23.625,06:48:56
23.625,06:49:07
23.625,06:49:18
23.625,06:49:29
23.625,06:49:40
23.625,06:49:51
23.625,06:50:02
23.625,06:50:12
23.625,06:50:23
23.625,06:50:34
23.687,06:50:45
23.687,06:50:56
23.687,06:51:07
23.687,06:51:18
23.687,06:51:29
23.687,06:51:39
23.687,06:51:50
23.687,06:52:01
23.687,06:52:12
23.687,06:52:23
23.687,06:52:34
23.687,06:52:45
23.687,06:52:56
23.687,06:53:06
23.687,06:53:17
23.687,06:53:28
23.75,06:53:39
23.75,06:53:50
23.75,06:54:01
23.75,06:54:12
23.75,06:54:23
23.75,06:54:34
23.75,06:54:44
23.75,06:54:55
23.75,06:55:06
23.75,06:55:17
23.75,06:55:28
23.75,06:55:39
23.75,06:55:50
23.75,06:56:01
23.75,06:56:11
23.75,06:56:22
23.75,06:56:33
23.812,06:56:44
23.812,06:56:55
23.812,06:57:06
23.812,06:57:17
23.812,06:57:28
23.812,06:57:38
23.812,06:57:49
23.812,06:58:00
23.812,06:58:11
23.812,06:58:22
23.812,06:58:33
23.812,06:58:44
23.812,06:58:55
23.875,06:59:06
23.875,06:59:16
23.875,06:59:27
23.875,06:59:38
23.875,06:59:49
23.875,07:00:00
23.875,07:00:11
23.875,07:00:22
23.875,07:00:33
23.875,07:00:43
23.875,07:00:54
23.875,07:01:05
23.875,07:01:16
23.875,07:01:27
23.875,07:01:38
23.875,07:01:49
23.937,07:02:00
23.937,07:02:10
23.937,07:02:21
23.937,07:02:32
23.937,07:02:43
23.937,07:02:54
23.937,07:03:05
23.937,07:03:16
23.937,07:03:27
23.937,07:03:38
23.937,07:03:48
23.937,07:03:59
23.937,07:04:10
24.0,07:04:21
23.937,07:04:32
24.0,07:04:43
24.0,07:04:54
24.0,07:05:05
24.0,07:05:15
24.0,07:05:26
24.0,07:05:37
24.0,07:05:48
24.0,07:05:59
24.0,07:06:10
24.0,07:06:21
24.0,07:06:32
24.062,07:06:42
24.0,07:06:53
24.062,07:07:04
24.062,07:07:15
24.062,07:07:26
24.062,07:07:37
24.062,07:07:48
24.062,07:07:59
24.062,07:08:10
24.062,07:08:20
24.062,07:08:31
24.062,07:08:42
24.062,07:08:53
24.062,07:09:04
24.062,07:09:15
24.125,07:09:26
24.125,07:09:37
24.125,07:09:47
24.125,07:09:58
24.125,07:10:09
24.125,07:10:20
24.125,07:10:31
24.125,07:10:42
24.125,07:10:53
24.125,07:11:04
24.187,07:11:14
24.187,07:11:25
24.187,07:11:36
24.187,07:11:47
24.187,07:11:58
24.187,07:12:09
24.187,07:12:20
24.187,07:12:31
24.187,07:12:42
24.187,07:12:52
24.187,07:13:03
24.25,07:13:14
24.25,07:13:25
24.25,07:13:36
24.25,07:13:47
24.25,07:13:58
24.25,07:14:09
24.25,07:14:19
24.25,07:14:30
24.25,07:14:41
24.25,07:14:52
24.25,07:15:03
24.25,07:15:14
24.25,07:15:25
24.25,07:15:36
24.312,07:15:46
24.312,07:15:57
24.312,07:16:08
24.312,07:16:19
24.312,07:16:30
24.312,07:16:41
24.312,07:16:52
24.312,07:17:03
24.312,07:17:14
24.312,07:17:24
24.312,07:17:35
24.312,07:17:46
24.312,07:17:57
24.375,07:18:08
24.375,07:18:19
24.375,07:18:30
24.375,07:18:41
24.375,07:18:51
24.375,07:19:02
24.375,07:19:13
24.375,07:19:24
24.375,07:19:35
24.375,07:19:46
24.375,07:19:57
24.437,07:20:08
24.437,07:20:18
24.437,07:20:29
24.437,07:20:40
24.437,07:20:51
24.437,07:21:02
24.437,07:21:13
24.437,07:21:24
24.437,07:21:35
24.5,07:21:46
24.5,07:21:56
24.5,07:22:07
24.5,07:22:18
24.5,07:22:29
24.5,07:22:40
24.5,07:22:51
24.5,07:23:02
24.5,07:23:13
24.5,07:23:23
24.5,07:23:34
24.562,07:23:45
24.562,07:23:57
24.562,07:24:08
24.562,07:24:19
24.562,07:24:30
24.562,07:24:40
24.562,07:24:51
24.562,07:25:02
24.562,07:25:13
24.562,07:25:24
24.562,07:25:35
24.625,07:25:46
24.625,07:25:57
24.625,07:26:08
24.625,07:26:18
24.625,07:26:29
24.625,07:26:40
24.625,07:26:51
24.625,07:27:02
24.625,07:27:13
24.625,07:27:24
24.625,07:27:35
24.625,07:27:45
24.625,07:27:56
24.625,07:28:07
24.625,07:28:18
24.687,07:28:29
24.625,07:28:40
24.625,07:28:51
24.625,07:29:02
24.625,07:29:12
24.625,07:29:23
24.687,07:29:34
24.687,07:29:45
24.687,07:29:56
24.687,07:30:07
24.687,07:30:18
24.687,07:30:29
24.687,07:30:40
24.687,07:30:50
24.687,07:31:01
24.687,07:31:12
24.75,07:31:23
24.75,07:31:34
24.687,07:31:45
24.687,07:31:56
24.75,07:32:07
24.75,07:32:17
24.75,07:32:28
24.75,07:32:39
24.75,07:32:50
24.75,07:33:01
24.75,07:33:12
24.75,07:33:23
24.75,07:33:34
24.75,07:33:44
24.75,07:33:55
24.75,07:34:06
24.812,07:34:17
24.75,07:34:28
24.75,07:34:39
24.812,07:34:50
24.812,07:35:01
24.812,07:35:12
24.812,07:35:22
24.812,07:35:33
24.812,07:35:44
24.812,07:35:55
24.812,07:36:06
24.812,07:36:17
24.812,07:36:28
24.812,07:36:39
24.812,07:36:49
24.812,07:37:00
24.875,07:37:11
24.875,07:37:22
24.875,07:37:33
24.875,07:37:44
24.875,07:37:55
24.875,07:38:06
24.875,07:38:17
24.875,07:38:27
24.875,07:38:38
24.875,07:38:49
24.875,07:39:00
24.875,07:39:11
24.875,07:39:22
24.875,07:39:33
24.875,07:39:44
24.875,07:39:54
24.875,07:40:05
24.875,07:40:16
24.875,07:40:27
24.875,07:40:38
24.875,07:40:49
24.875,07:41:00
24.937,07:41:11
24.937,07:41:22
24.937,07:41:32
24.937,07:41:43
24.875,07:41:54
24.875,07:42:05
24.875,07:42:16
24.875,07:42:27
24.875,07:42:38
24.875,07:42:49
24.937,07:43:00
24.875,07:43:10
24.937,07:43:21
24.937,07:43:32
24.875,07:43:43
24.875,07:43:54
24.937,07:44:05
24.937,07:44:16
24.937,07:44:27
24.937,07:44:37
24.937,07:44:48
25.0,07:44:59
25.0,07:45:10
25.0,07:45:21
25.0,07:45:32
25.0,07:45:43
25.0,07:45:54
25.0,07:46:04
25.0,07:46:15
24.937,07:46:26
25.0,07:46:37
25.0,07:46:48
25.0,07:46:59
25.0,07:47:10
25.062,07:47:21
25.0,07:47:32
25.0,07:47:42
25.0,07:47:53
25.0,07:48:04
25.0,07:48:15
25.0,07:48:26
25.0,07:48:37
25.0,07:48:48
25.0,07:48:59
25.062,07:49:09
25.062,07:49:20
25.062,07:49:31
25.062,07:49:42
